中国联通-北京-酒店,#genre#
金鹰卡通,http://113.57.20.158:9901/tsfile/live/1000_1.m3u8
BTV卡通,http://113.57.20.158:9901/tsfile/live/1001_1.m3u8
宁夏卫视,http://113.57.20.158:9901/tsfile/live/1003_1.m3u8
广西卫视,http://113.57.20.158:9901/tsfile/live/1004_1.m3u8
旅游卫视,http://113.57.20.158:9901/tsfile/live/1005_1.m3u8
河南卫视,http://113.57.20.158:9901/tsfile/live/1006_1.m3u8
吉林卫视,http://113.57.20.158:9901/tsfile/live/1007_1.m3u8
黑龙江卫视,http://113.57.20.158:9901/tsfile/live/1008_1.m3u8
山西卫视,http://113.57.20.158:9901/tsfile/live/1009_1.m3u8
云南卫视,http://113.57.20.158:9901/tsfile/live/1010_1.m3u8
贵州卫视,http://113.57.20.158:9901/tsfile/live/1011_1.m3u8
经典电影,http://113.57.20.158:9901/tsfile/live/1012_1.m3u8
陕西卫视,http://113.57.20.158:9901/tsfile/live/1013_1.m3u8
青海卫视,http://113.57.20.158:9901/tsfile/live/1014_1.m3u8
湖北垄上,http://113.57.20.158:9901/tsfile/live/1015_1.m3u8
湖北影视,http://113.57.20.158:9901/tsfile/live/1016_1.m3u8
湖北经视,http://113.57.20.158:9901/tsfile/live/1017_1.m3u8
足球,http://113.57.20.158:9901/tsfile/live/1019_1.m3u8
中国联通-河北-酒店,#genre#
保定1,http://101.74.29.225:9901/tsfile/live/1000_1.m3u8
湖南卫视,http://101.74.29.225:9901/tsfile/live/0128_1.m3u8
浙江卫视,http://101.74.29.225:9901/tsfile/live/0124_1.m3u8
江苏卫视,http://101.74.29.225:9901/tsfile/live/0127_1.m3u8
安徽卫视,http://101.74.29.225:9901/tsfile/live/0130_1.m3u8
北京卫视,http://101.74.29.225:9901/tsfile/live/0122_1.m3u8
天津卫视,http://101.74.29.225:9901/tsfile/live/0135_1.m3u8
辽宁卫视,http://101.74.29.225:9901/tsfile/live/0121_1.m3u8
山东卫视,http://101.74.29.225:9901/tsfile/live/0131_1.m3u8
河南卫视,http://101.74.29.225:9901/tsfile/live/0139_1.m3u8
黑龙江卫视,http://101.74.29.225:9901/tsfile/live/0143_1.m3u8
四川卫视,http://101.74.29.225:9901/tsfile/live/0123_1.m3u8
江西卫视,http://101.74.29.225:9901/tsfile/live/0138_1.m3u8
贵州卫视,http://101.74.29.225:9901/tsfile/live/0120_1.m3u8
湖北卫视,http://101.74.29.225:9901/tsfile/live/0132_1.m3u8
上海卫视,http://101.74.29.225:9901/tsfile/live/0107_1.m3u8
重庆卫视,http://101.74.29.225:9901/tsfile/live/0142_1.m3u8
东南卫视,http://101.74.29.225:9901/tsfile/live/0137_1.m3u8
广东卫视,http://101.74.29.225:9901/tsfile/live/0125_1.m3u8
广西卫视,http://101.74.29.225:9901/tsfile/live/0113_1.m3u8
河北科教,http://101.74.29.225:9901/tsfile/live/0136_1.m3u8
CCTV1,http://101.74.29.225:9901/tsfile/live/0001_1.m3u8
CCTV2,http://101.74.29.225:9901/tsfile/live/0002_1.m3u8
CCTV3,http://101.74.29.225:9901/tsfile/live/0003_1.m3u8
CCTV4,http://101.74.29.225:9901/tsfile/live/0004_1.m3u8
CCTV5,http://101.74.29.225:9901/tsfile/live/0005_1.m3u8
CCTV6,http://101.74.29.225:9901/tsfile/live/0006_1.m3u8
CCTV7,http://101.74.29.225:9901/tsfile/live/0007_1.m3u8
CCTV8,http://101.74.29.225:9901/tsfile/live/0008_1.m3u8
CCTV9,http://101.74.29.225:9901/tsfile/live/0009_1.m3u8
CCTV10,http://101.74.29.225:9901/tsfile/live/0010_1.m3u8
CCTV11,http://101.74.29.225:9901/tsfile/live/0011_1.m3u8
CCTV12,http://101.74.29.225:9901/tsfile/live/0012_1.m3u8
CCTV13,http://101.74.29.225:9901/tsfile/live/0013_1.m3u8
CCTV14,http://101.74.29.225:9901/tsfile/live/0014_1.m3u8
CCTV15,http://101.74.29.225:9901/tsfile/live/0015_1.m3u8
CCTV5+,http://101.74.29.225:9901/tsfile/live/0016_1.m3u8
CCTV17,http://101.74.29.225:9901/tsfile/live/1009_1.m3u8
中国教育CETV4,http://101.74.29.225:9901/tsfile/live/1010_1.m3u8
徐水,http://101.74.29.225:9901/tsfile/live/1002_1.m3u8
河北农民,http://101.74.29.225:9901/tsfile/live/1001_1.m3u8
河北影视,http://101.74.29.225:9901/tsfile/live/1004_1.m3u8
河北经济,http://101.74.29.225:9901/tsfile/live/1006_1.m3u8
河北都市,http://101.74.29.225:9901/tsfile/live/1003_1.m3u8
河北卫视,http://101.74.29.225:9901/tsfile/live/0117_1.m3u8
中国电信-江苏-酒店,#genre#
CCTV1,http://221.225.236.123:9901/tsfile/live/0001_1.m3u8
CCTV2,http://221.225.236.123:9901/tsfile/live/0002_1.m3u8
CCTV3,http://221.225.236.123:9901/tsfile/live/0003_1.m3u8
CCTV4,http://221.225.236.123:9901/tsfile/live/0004_1.m3u8
CCTV5,http://221.225.236.123:9901/tsfile/live/0005_1.m3u8
CCTV6,http://221.225.236.123:9901/tsfile/live/0006_1.m3u8
CCTV7,http://221.225.236.123:9901/tsfile/live/0007_1.m3u8
CCTV8,http://221.225.236.123:9901/tsfile/live/0008_1.m3u8
CCTV9,http://221.225.236.123:9901/tsfile/live/0009_1.m3u8
CCTV10,http://221.225.236.123:9901/tsfile/live/0010_1.m3u8
CCTV11,http://221.225.236.123:9901/tsfile/live/0011_1.m3u8
CCTV12,http://221.225.236.123:9901/tsfile/live/0012_1.m3u8
CCTV13,http://221.225.236.123:9901/tsfile/live/0013_1.m3u8
CCTV14,http://221.225.236.123:9901/tsfile/live/0014_1.m3u8
CCTV15,http://221.225.236.123:9901/tsfile/live/0015_1.m3u8
北京卫视,http://221.225.236.123:9901/tsfile/live/0122_1.m3u8
上海卫视,http://221.225.236.123:9901/tsfile/live/0107_1.m3u8
天津卫视,http://221.225.236.123:9901/tsfile/live/0135_1.m3u8
重庆卫视,http://221.225.236.123:9901/tsfile/live/0142_1.m3u8
江苏卫视,http://221.225.236.123:9901/tsfile/live/0127_1.m3u8
浙江卫视,http://221.225.236.123:9901/tsfile/live/0124_1.m3u8
安徽卫视,http://221.225.236.123:9901/tsfile/live/0130_1.m3u8
河南卫视,http://221.225.236.123:9901/tsfile/live/0139_1.m3u8
河北卫视,http://221.225.236.123:9901/tsfile/live/0117_1.m3u8
山东卫视,http://221.225.236.123:9901/tsfile/live/0131_1.m3u8
山西卫视,http://221.225.236.123:9901/tsfile/live/0118_1.m3u8
湖南卫视,http://221.225.236.123:9901/tsfile/live/0128_1.m3u8
湖北卫视,http://221.225.236.123:9901/tsfile/live/0132_1.m3u8
广东卫视,http://221.225.236.123:9901/tsfile/live/0125_1.m3u8
广西卫视,http://221.225.236.123:9901/tsfile/live/0113_1.m3u8
东南卫视,http://221.225.236.123:9901/tsfile/live/0137_1.m3u8
江西卫视,http://221.225.236.123:9901/tsfile/live/0138_1.m3u8
陕西卫视,http://221.225.236.123:9901/tsfile/live/0118_2.m3u8
吉林卫视,http://221.225.236.123:9901/tsfile/live/0116_1.m3u8
辽宁卫视,http://221.225.236.123:9901/tsfile/live/0121_1.m3u8
黑龙江卫视,http://221.225.236.123:9901/tsfile/live/0143_1.m3u8
内蒙古卫视,http://221.225.236.123:9901/tsfile/live/0109_1.m3u8
新疆卫视,http://221.225.236.123:9901/tsfile/live/0110_1.m3u8
西藏卫视,http://221.225.236.123:9901/tsfile/live/0111_1.m3u8
云南卫视,http://221.225.236.123:9901/tsfile/live/0119_1.m3u8
贵州卫视,http://221.225.236.123:9901/tsfile/live/0120_1.m3u8
四川卫视,http://221.225.236.123:9901/tsfile/live/0123_1.m3u8
青海卫视,http://221.225.236.123:9901/tsfile/live/0140_1.m3u8
宁夏卫视,http://221.225.236.123:9901/tsfile/live/0112_1.m3u8
甘肃卫视,http://221.225.236.123:9901/tsfile/live/0141_1.m3u8
海南卫视,http://221.225.236.123:9901/tsfile/live/1000_1.m3u8
深圳卫视,http://221.225.236.123:9901/tsfile/live/0126_1.m3u8
地理世界,http://221.225.236.123:9901/tsfile/live/1005_1.m3u8
兵器科技,http://221.225.236.123:9901/tsfile/live/1006_1.m3u8
CCTV5+,http://221.225.236.123:9901/tsfile/live/0016_1.m3u8
凤凰资讯,http://221.225.236.123:9901/tsfile/live/1007_1.m3u8
中国电信-安徽-酒店,#genre#
CCTV1,http://223.241.247.214:9901/tsfile/live/0001_1.m3u8
CCTV2,http://223.241.247.214:9901/tsfile/live/0002_1.m3u8
CCTV3,http://223.241.247.214:9901/tsfile/live/0003_1.m3u8
CCTV4,http://223.241.247.214:9901/tsfile/live/0004_1.m3u8
CCTV5,http://223.241.247.214:9901/tsfile/live/0005_1.m3u8
CCTV6,http://223.241.247.214:9901/tsfile/live/0006_1.m3u8
CCTV7,http://223.241.247.214:9901/tsfile/live/0007_1.m3u8
CCTV8,http://223.241.247.214:9901/tsfile/live/0008_1.m3u8
CCTV9,http://223.241.247.214:9901/tsfile/live/0009_1.m3u8
CCTV10,http://223.241.247.214:9901/tsfile/live/0010_1.m3u8
CCTV11,http://223.241.247.214:9901/tsfile/live/0011_1.m3u8
CCTV12,http://223.241.247.214:9901/tsfile/live/0012_1.m3u8
CCTV13,http://223.241.247.214:9901/tsfile/live/0013_1.m3u8
CCTV14,http://223.241.247.214:9901/tsfile/live/0014_1.m3u8
CCTV15,http://223.241.247.214:9901/tsfile/live/0015_1.m3u8
马鞍山公共,http://223.241.247.214:9901/tsfile/live/0017_1.m3u8
马鞍山新闻,http://223.241.247.214:9901/tsfile/live/0018_1.m3u8
安徽卫视,http://223.241.247.214:9901/tsfile/live/0019_1.m3u8
安徽公共,http://223.241.247.214:9901/tsfile/live/1003_1.m3u8
北京卫视,http://223.241.247.214:9901/tsfile/live/1004_1.m3u8
上海卫视,http://223.241.247.214:9901/tsfile/live/1005_1.m3u8
天津卫视,http://223.241.247.214:9901/tsfile/live/1006_1.m3u8
重庆卫视,http://223.241.247.214:9901/tsfile/live/1007_1.m3u8
江苏卫视,http://223.241.247.214:9901/tsfile/live/1008_1.m3u8
湖南卫视,http://223.241.247.214:9901/tsfile/live/1009_1.m3u8
浙江卫视,http://223.241.247.214:9901/tsfile/live/1010_1.m3u8
黑龙江卫视,http://223.241.247.214:9901/tsfile/live/0143_1.m3u8
吉林卫视,http://223.241.247.214:9901/tsfile/live/0116_1.m3u8
辽宁卫视,http://223.241.247.214:9901/tsfile/live/0121_1.m3u8
河南卫视,http://223.241.247.214:9901/tsfile/live/0139_1.m3u8
山东卫视,http://223.241.247.214:9901/tsfile/live/0131_1.m3u8
山西卫视,http://223.241.247.214:9901/tsfile/live/0118_1.m3u8
陕西卫视,http://223.241.247.214:9901/tsfile/live/0136_1.m3u8
宁夏卫视,http://223.241.247.214:9901/tsfile/live/0112_1.m3u8
甘肃卫视,http://223.241.247.214:9901/tsfile/live/0141_1.m3u8
湖北卫视,http://223.241.247.214:9901/tsfile/live/0132_1.m3u8
贵州卫视,http://223.241.247.214:9901/tsfile/live/0120_1.m3u8
四川卫视,http://223.241.247.214:9901/tsfile/live/0123_1.m3u8
江西卫视,http://223.241.247.214:9901/tsfile/live/0138_1.m3u8
东南卫视,http://223.241.247.214:9901/tsfile/live/0137_1.m3u8
广东卫视,http://223.241.247.214:9901/tsfile/live/1011_1.m3u8
深圳卫视,http://223.241.247.214:9901/tsfile/live/1012_1.m3u8
广西卫视,http://223.241.247.214:9901/tsfile/live/0113_1.m3u8
中国电信-浙江-酒店,#genre#
CCTV1,http://115.215.143.46:9901/tsfile/live/0001_1.m3u8
CCTV2,http://115.215.143.46:9901/tsfile/live/0002_1.m3u8
CCTV3,http://115.215.143.46:9901/tsfile/live/0003_1.m3u8
CCTV4,http://115.215.143.46:9901/tsfile/live/0004_1.m3u8
CCTV5,http://115.215.143.46:9901/tsfile/live/0005_1.m3u8
CCTV6,http://115.215.143.46:9901/tsfile/live/0006_1.m3u8
CCTV7,http://115.215.143.46:9901/tsfile/live/0007_1.m3u8
CCTV8,http://115.215.143.46:9901/tsfile/live/0008_1.m3u8
CCTV9,http://115.215.143.46:9901/tsfile/live/0009_1.m3u8
CCTV10,http://115.215.143.46:9901/tsfile/live/0010_1.m3u8
CCTV11,http://115.215.143.46:9901/tsfile/live/0011_1.m3u8
CCTV12,http://115.215.143.46:9901/tsfile/live/0012_1.m3u8
CCTV13,http://115.215.143.46:9901/tsfile/live/0013_1.m3u8
CCTV14,http://115.215.143.46:9901/tsfile/live/0014_1.m3u8
CCTV15,http://115.215.143.46:9901/tsfile/live/0015_1.m3u8
浙江卫视,http://115.215.143.46:9901/tsfile/live/0115_1.m3u8
湖南卫视,http://115.215.143.46:9901/tsfile/live/0128_1.m3u8
江苏卫视,http://115.215.143.46:9901/tsfile/live/0127_1.m3u8
北京卫视,http://115.215.143.46:9901/tsfile/live/0122_1.m3u8
深圳卫视,http://115.215.143.46:9901/tsfile/live/0126_1.m3u8
重庆卫视,http://115.215.143.46:9901/tsfile/live/0142_1.m3u8
广东卫视,http://115.215.143.46:9901/tsfile/live/0125_1.m3u8
贵州卫视,http://115.215.143.46:9901/tsfile/live/0120_1.m3u8
四川卫视,http://115.215.143.46:9901/tsfile/live/0123_1.m3u8
上海卫视,http://115.215.143.46:9901/tsfile/live/0107_1.m3u8
云南卫视,http://115.215.143.46:9901/tsfile/live/0119_1.m3u8
东南卫视,http://115.215.143.46:9901/tsfile/live/0119_2.m3u8
辽宁卫视,http://115.215.143.46:9901/tsfile/live/0121_1.m3u8
江西卫视,http://115.215.143.46:9901/tsfile/live/0138_1.m3u8
山东卫视,http://115.215.143.46:9901/tsfile/live/0131_1.m3u8
黑龙江卫视,http://115.215.143.46:9901/tsfile/live/0143_1.m3u8
河南卫视,http://115.215.143.46:9901/tsfile/live/0139_1.m3u8
河北卫视,http://115.215.143.46:9901/tsfile/live/0117_1.m3u8
湖北卫视,http://115.215.143.46:9901/tsfile/live/0132_1.m3u8
吉林卫视,http://115.215.143.46:9901/tsfile/live/0116_1.m3u8
山西卫视,http://115.215.143.46:9901/tsfile/live/0118_1.m3u8
青海卫视,http://115.215.143.46:9901/tsfile/live/0140_1.m3u8
陕西卫视,http://115.215.143.46:9901/tsfile/live/0136_1.m3u8
广西卫视,http://115.215.143.46:9901/tsfile/live/0113_1.m3u8
宁夏卫视,http://115.215.143.46:9901/tsfile/live/0112_1.m3u8
内蒙古卫视,http://115.215.143.46:9901/tsfile/live/0109_1.m3u8
西藏卫视,http://115.215.143.46:9901/tsfile/live/0111_1.m3u8
甘肃卫视,http://115.215.143.46:9901/tsfile/live/0141_1.m3u8
海南卫视,http://115.215.143.46:9901/tsfile/live/0114_1.m3u8
安徽卫视,http://115.215.143.46:9901/tsfile/live/0130_1.m3u8
哈哈炫动,http://115.215.143.46:9901/tsfile/live/1000_1.m3u8
金鹰卡通,http://115.215.143.46:9901/tsfile/live/1001_1.m3u8
浙江少儿,http://115.215.143.46:9901/tsfile/live/1002_1.m3u8
浙江新闻,http://115.215.143.46:9901/tsfile/live/1003_1.m3u8
浙江经视,http://115.215.143.46:9901/tsfile/live/1004_1.m3u8
中国电信-山东-酒店,#genre#
CCTV1,http://144.52.160.225:9901/tsfile/live/1000_1.m3u8
CCTV2,http://144.52.160.225:9901/tsfile/live/1001_1.m3u8
CCTV3,http://144.52.160.225:9901/tsfile/live/1002_1.m3u8
CCTV4,http://144.52.160.225:9901/tsfile/live/1003_1.m3u8
CCTV5,http://144.52.160.225:9901/tsfile/live/1004_1.m3u8
CCTV5+,http://144.52.160.225:9901/tsfile/live/1005_1.m3u8
CCTV6,http://144.52.160.225:9901/tsfile/live/1006_1.m3u8
CCTV7,http://144.52.160.225:9901/tsfile/live/1007_1.m3u8
CCTV8,http://144.52.160.225:9901/tsfile/live/1008_1.m3u8
CCTV9,http://144.52.160.225:9901/tsfile/live/1009_1.m3u8
CCTV10,http://144.52.160.225:9901/tsfile/live/1010_1.m3u8
CCTV11,http://144.52.160.225:9901/tsfile/live/1011_1.m3u8
CCTV12,http://144.52.160.225:9901/tsfile/live/1012_1.m3u8
CCTV13,http://144.52.160.225:9901/tsfile/live/1013_1.m3u8
CCTV14,http://144.52.160.225:9901/tsfile/live/1014_1.m3u8
CCTV15,http://144.52.160.225:9901/tsfile/live/1015_1.m3u8
CCTVnews,http://144.52.160.225:9901/tsfile/live/1016_1.m3u8
山东卫视,http://144.52.160.225:9901/tsfile/live/1017_1.m3u8
齐鲁,http://144.52.160.225:9901/tsfile/live/1018_1.m3u8
山东新闻,http://144.52.160.225:9901/tsfile/live/1019_1.m3u8
山东农科,http://144.52.160.225:9901/tsfile/live/1020_1.m3u8
山东教育,http://144.52.160.225:9901/tsfile/live/1021_1.m3u8
山东少儿,http://144.52.160.225:9901/tsfile/live/1022_1.m3u8
山东生活,http://144.52.160.225:9901/tsfile/live/1023_1.m3u8
山东体育,http://144.52.160.225:9901/tsfile/live/1024_1.m3u8
山东文旅,http://144.52.160.225:9901/tsfile/live/1025_1.m3u8
山东综艺,http://144.52.160.225:9901/tsfile/live/1026_1.m3u8
上海卫视,http://144.52.160.225:9901/tsfile/live/1027_1.m3u8
北京卫视,http://144.52.160.225:9901/tsfile/live/1028_1.m3u8
浙江卫视,http://144.52.160.225:9901/tsfile/live/1029_1.m3u8
安徽卫视,http://144.52.160.225:9901/tsfile/live/1030_1.m3u8
东南卫视,http://144.52.160.225:9901/tsfile/live/1031_1.m3u8
甘肃卫视,http://144.52.160.225:9901/tsfile/live/1032_1.m3u8
广东卫视,http://144.52.160.225:9901/tsfile/live/1033_1.m3u8
广西卫视,http://144.52.160.225:9901/tsfile/live/1034_1.m3u8
贵州卫视,http://144.52.160.225:9901/tsfile/live/1035_1.m3u8
河北卫视,http://144.52.160.225:9901/tsfile/live/1036_1.m3u8
河南卫视,http://144.52.160.225:9901/tsfile/live/1037_1.m3u8
湖北卫视,http://144.52.160.225:9901/tsfile/live/1038_1.m3u8
湖南卫视,http://144.52.160.225:9901/tsfile/live/1039_1.m3u8
吉林卫视,http://144.52.160.225:9901/tsfile/live/1040_1.m3u8
江苏卫视,http://144.52.160.225:9901/tsfile/live/1041_1.m3u8
江西卫视,http://144.52.160.225:9901/tsfile/live/1042_1.m3u8
四川卫视,http://144.52.160.225:9901/tsfile/live/1043_1.m3u8
宁夏卫视,http://144.52.160.225:9901/tsfile/live/1044_1.m3u8
青海卫视,http://144.52.160.225:9901/tsfile/live/1045_1.m3u8
山西卫视,http://144.52.160.225:9901/tsfile/live/1046_1.m3u8
陕西卫视,http://144.52.160.225:9901/tsfile/live/1047_1.m3u8
辽宁卫视,http://144.52.160.225:9901/tsfile/live/1048_1.m3u8
重庆卫视,http://144.52.160.225:9901/tsfile/live/1049_1.m3u8
新疆卫视,http://144.52.160.225:9901/tsfile/live/1050_1.m3u8
云南卫视,http://144.52.160.225:9901/tsfile/live/1051_1.m3u8
浙江卫视,http://144.52.160.225:9901/tsfile/live/1052_1.m3u8
深圳卫视,http://144.52.160.225:9901/tsfile/live/1053_1.m3u8
黑龙江卫视,http://144.52.160.225:9901/tsfile/live/1054_1.m3u8
内蒙古卫视,http://144.52.160.225:9901/tsfile/live/1055_1.m3u8
优漫卡通,http://144.52.160.225:9901/tsfile/live/1057_1.m3u8
临沂综合,http://144.52.160.225:9901/tsfile/live/1058_1.m3u8
临沂公共,http://144.52.160.225:9901/tsfile/live/1059_1.m3u8
临沂农科,http://144.52.160.225:9901/tsfile/live/1060_1.m3u8
西藏卫视,http://144.52.160.225:9901/tsfile/live/1061_1.m3u8
山东居家购物,http://144.52.160.225:9901/tsfile/live/1063_1.m3u8
金鹰纪实,http://144.52.160.225:9901/tsfile/live/1068_1.m3u8
哈哈炫动,http://144.52.160.225:9901/tsfile/live/1070_1.m3u8
金鹰卡通,http://144.52.160.225:9901/tsfile/live/1071_1.m3u8
卡酷少儿,http://144.52.160.225:9901/tsfile/live/1072_1.m3u8
佳嘉卡通,http://144.52.160.225:9901/tsfile/live/1073_1.m3u8
CCTV17,http://144.52.160.225:9901/tsfile/live/1062_1.m3u8
精彩影视,http://144.52.160.225:9901/tsfile/live/1074_1.m3u8
经典电影,http://144.52.160.225:9901/tsfile/live/1075_1.m3u8
喜剧影院,http://144.52.160.225:9901/tsfile/live/1076_1.m3u8
动作影院,http://144.52.160.225:9901/tsfile/live/1077_1.m3u8
都市剧场,http://144.52.160.225:9901/tsfile/live/1056_1.m3u8
中国电信-海南-酒店,#genre#
CCTV1,http://59.49.191.79:9901/tsfile/live/1000_1.m3u8
CCTV2,http://59.49.191.79:9901/tsfile/live/1001_1.m3u8
CCTV3,http://59.49.191.79:9901/tsfile/live/1002_1.m3u8
CCTV4,http://59.49.191.79:9901/tsfile/live/1003_1.m3u8
CCTV5,http://59.49.191.79:9901/tsfile/live/1004_1.m3u8
CCTV6,http://59.49.191.79:9901/tsfile/live/1005_1.m3u8
CCTV7,http://59.49.191.79:9901/tsfile/live/1006_1.m3u8
CCTV8,http://59.49.191.79:9901/tsfile/live/1007_1.m3u8
CCTV9,http://59.49.191.79:9901/tsfile/live/1008_1.m3u8
CCTV10,http://59.49.191.79:9901/tsfile/live/1009_1.m3u8
CCTV11,http://59.49.191.79:9901/tsfile/live/1010_1.m3u8
CCTV12,http://59.49.191.79:9901/tsfile/live/1011_1.m3u8
CCTV13,http://59.49.191.79:9901/tsfile/live/1012_1.m3u8
CCTV14,http://59.49.191.79:9901/tsfile/live/1013_1.m3u8
CCTV15,http://59.49.191.79:9901/tsfile/live/1014_1.m3u8
CCTV5+,http://59.49.191.79:9901/tsfile/live/1015_1.m3u8
CCTV17,http://59.49.191.79:9901/tsfile/live/1016_1.m3u8
海南卫视,http://59.49.191.79:9901/tsfile/live/1017_1.m3u8
三沙卫视,http://59.49.191.79:9901/tsfile/live/1018_1.m3u8
海南经济,http://59.49.191.79:9901/tsfile/live/1019_1.m3u8
海南公共,http://59.49.191.79:9901/tsfile/live/1020_1.m3u8
海南文旅,http://59.49.191.79:9901/tsfile/live/1021_1.m3u8
海南少儿,http://59.49.191.79:9901/tsfile/live/1022_1.m3u8
海南新闻,http://59.49.191.79:9901/tsfile/live/1023_1.m3u8
海口一台,http://59.49.191.79:9901/tsfile/live/1024_1.m3u8
海口二台,http://59.49.191.79:9901/tsfile/live/1025_1.m3u8
海口三台,http://59.49.191.79:9901/tsfile/live/1026_1.m3u8
三亚,http://59.49.191.79:9901/tsfile/live/1027_1.m3u8
陵水,http://59.49.191.79:9901/tsfile/live/1028_1.m3u8
戏曲,http://59.49.191.79:9901/tsfile/live/1029_1.m3u8
极速汽车,http://59.49.191.79:9901/tsfile/live/1031_1.m3u8
都市剧场,http://59.49.191.79:9901/tsfile/live/1032_1.m3u8
游戏风云,http://59.49.191.79:9901/tsfile/live/1033_1.m3u8
军事,http://59.49.191.79:9901/tsfile/live/1034_1.m3u8
北京卫视,http://59.49.191.79:9901/tsfile/live/1038_1.m3u8
上海卫视,http://59.49.191.79:9901/tsfile/live/1039_1.m3u8
湖南卫视,http://59.49.191.79:9901/tsfile/live/1040_1.m3u8
广东卫视,http://59.49.191.79:9901/tsfile/live/1041_1.m3u8
江苏卫视,http://59.49.191.79:9901/tsfile/live/1042_1.m3u8
浙江卫视,http://59.49.191.79:9901/tsfile/live/1043_1.m3u8
深圳卫视,http://59.49.191.79:9901/tsfile/live/1044_1.m3u8
天津卫视,http://59.49.191.79:9901/tsfile/live/1045_1.m3u8
湖北卫视,http://59.49.191.79:9901/tsfile/live/1046_1.m3u8
山东卫视,http://59.49.191.79:9901/tsfile/live/1047_1.m3u8
贵州卫视,http://59.49.191.79:9901/tsfile/live/1048_1.m3u8
河北卫视,http://59.49.191.79:9901/tsfile/live/1049_1.m3u8
安徽卫视,http://59.49.191.79:9901/tsfile/live/1050_1.m3u8
东南卫视,http://59.49.191.79:9901/tsfile/live/1051_1.m3u8
辽宁卫视,http://59.49.191.79:9901/tsfile/live/1052_1.m3u8
黑龙江台,http://59.49.191.79:9901/tsfile/live/1053_1.m3u8
山西卫视,http://59.49.191.79:9901/tsfile/live/1054_1.m3u8
江西卫视,http://59.49.191.79:9901/tsfile/live/1055_1.m3u8
重庆卫视,http://59.49.191.79:9901/tsfile/live/1056_1.m3u8
四川卫视,http://59.49.191.79:9901/tsfile/live/1057_1.m3u8
陕西卫视,http://59.49.191.79:9901/tsfile/live/1058_1.m3u8
河南卫视,http://59.49.191.79:9901/tsfile/live/1059_1.m3u8
广西卫视,http://59.49.191.79:9901/tsfile/live/1061_1.m3u8
甘肃卫视,http://59.49.191.79:9901/tsfile/live/1062_1.m3u8
宁夏卫视,http://59.49.191.79:9901/tsfile/live/1065_1.m3u8
青海卫视,http://59.49.191.79:9901/tsfile/live/1066_1.m3u8
吉林卫视,http://59.49.191.79:9901/tsfile/live/1067_1.m3u8
延边卫视,http://59.49.191.79:9901/tsfile/live/1068_1.m3u8
云南卫视,http://59.49.191.79:9901/tsfile/live/1069_1.m3u8
内蒙古台,http://59.49.191.79:9901/tsfile/live/1070_1.m3u8
西藏卫视,http://59.49.191.79:9901/tsfile/live/1071_1.m3u8
新疆卫视,http://59.49.191.79:9901/tsfile/live/1072_1.m3u8
武术,http://59.49.191.79:9901/tsfile/live/1073_1.m3u8
足球,http://59.49.191.79:9901/tsfile/live/1074_1.m3u8
纪实人文,http://59.49.191.79:9901/tsfile/live/1076_1.m3u8
金鹰纪实,http://59.49.191.79:9901/tsfile/live/1077_1.m3u8
CCTV教育,http://59.49.191.79:9901/tsfile/live/1078_1.m3u8
电视指南,http://59.49.191.79:9901/tsfile/live/1079_1.m3u8
相声小品,http://59.49.191.79:9901/tsfile/live/1080_1.m3u8
音乐现场,http://59.49.191.79:9901/tsfile/live/1081_1.m3u8
墨宝,http://59.49.191.79:9901/tsfile/live/1082_1.m3u8
台球,http://59.49.191.79:9901/tsfile/live/1083_1.m3u8
高网,http://59.49.191.79:9901/tsfile/live/1084_1.m3u8
解密,http://59.49.191.79:9901/tsfile/live/1085_1.m3u8
地理世界,http://59.49.191.79:9901/tsfile/live/1086_1.m3u8
早教,http://59.49.191.79:9901/tsfile/live/1087_1.m3u8
IPTV3+,http://59.49.191.79:9901/tsfile/live/1090_1.m3u8
IPTV5+,http://59.49.191.79:9901/tsfile/live/1091_1.m3u8
IPTV6+,http://59.49.191.79:9901/tsfile/live/1092_1.m3u8
IPTV8+,http://59.49.191.79:9901/tsfile/live/1093_1.m3u8
IPTV野外,http://59.49.191.79:9901/tsfile/live/1094_1.m3u8
IPTV法治,http://59.49.191.79:9901/tsfile/live/1095_1.m3u8
IPTV热播剧场,http://59.49.191.79:9901/tsfile/live/1096_1.m3u8
IPTV经典电影,http://59.49.191.79:9901/tsfile/live/1097_1.m3u8
IPTV魅力时尚,http://59.49.191.79:9901/tsfile/live/1098_1.m3u8
IPTV谍战剧场,http://59.49.191.79:9901/tsfile/live/1099_1.m3u8
IPTV少儿动画,http://59.49.191.79:9901/tsfile/live/1100_1.m3u8
南方卫视,http://59.49.191.79:9901/tsfile/live/1134_1.m3u8
南方卫视,http://59.49.191.79:9901/tsfile/live/1134_1.m3u8
动漫秀场,http://59.49.191.79:9901/tsfile/live/1101_1.m3u8
七彩戏剧,http://59.49.191.79:9901/tsfile/live/1102_1.m3u8
CCTV8,http://59.49.191.79:9901/tsfile/live/1103_1.m3u8
全纪实台,http://59.49.191.79:9901/tsfile/live/1105_1.m3u8
KAKU少儿,http://59.49.191.79:9901/tsfile/live/1108_1.m3u8
金鹰卡通,http://59.49.191.79:9901/tsfile/live/1109_1.m3u8
佳嘉卡通,http://59.49.191.79:9901/tsfile/live/1110_1.m3u8
财富天下,http://59.49.191.79:9901/tsfile/live/1111_1.m3u8
